rowNum,listing_title,listing_distance_miles,listing_url,price,listingPriceRedu,Body Style,Drive Type,Engine,Mileage,Transmission,ATC Car ID,Fuel,Stock #,VIN,carFeaturesText,exterior,interior,sellerComment,Basic Warranty,Corrosion Warranty,Drivetrain Warranty,Roadside Assistance Warranty,newListingIndicator,Dealer,model,year,ownershipStatus,Location,sellerType,CityMpg,HyMpg
84,Used 2014 Jeep Wrangler Unlimited Sahara,68,/cars-for-sale/vehicledetails.xhtml?listingId=475962430&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,31870,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,55532,5-Speed Automatic,AT-1C5E9C3E,Gasoline,H2117,1C4BJWEG0EL203085,3.73 Rear Axle Ratio4-Wheel Disc Brakes7 SpeakersABS brakesAM/FM radioAir ConditioningAlloy wheelsAudio Jack Input for Mobile DevicesAuto-dimming Rear-View mirrorBody Color 3-Piece Hard Top,#000000,#000000,"DRAGON EDITION Recent Arrival! 3.73 Rear Axle Ratio, Body Color 3-Piece Hard Top, Class II Receiver Hitch, Delete Sunrider Soft Top, Driver Height Adjuster Seat, Freedom Panel Storage Bag, Front Seat Back Map Pockets, GPS Navigation, Heated Front Seats, Leather Trimmed Bucket Seats, Max Tow Package, Rear Window Defroster, Rear Window Wiper/Washer, Remote Start System, Trailer Tow w/4-Pin Connector Wiring. Clean CARFAX. CARFAX One-Owner.Our mission is to provide you with the best vehicle purchase and ownership experience possible, from helping you qualify for credit online to estimating the value of your trade-in with a simple questionnaire, we work hard to give you the information and choices you need to have the freedom to guide your vehicle purchase.Please check availability as our inventory changes daily and listings may take 24 hours or more to update. Our website allows you to check availability, view internet pricing, pre-qualify for financing, estimate the value of your trade, and schedule a test drive. How are we doing? How can we improve? Follow us and let us know on facebook!Awards:* 2014 KBB.com Best Resale Value Awards * 2014 KBB.com 10 Coolest New Cars Under $25,000 * 2014 KBB.com 10 Best SUVs Under $25,000","3 Years/36,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles",FALSE,Hyundai of Columbia,Unlimited Sahara,2014,Used,Huntsville,Dealer,17,21
85,Used 2015 Jeep Wrangler 4WD Unlimited Sport,68,/cars-for-sale/vehicledetails.xhtml?listingId=484123326&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,31251,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,34715,5-Speed Automatic,AT-1CDB22BE,Gasoline,H2131,1C4BJWDG2FL610795,3.21 Rear Axle Ratio4-Wheel Disc Brakes8 SpeakersABS brakesAM/FM radioAir ConditioningBlack 3-Piece Hard TopBrake assistCD playerCloth Bucket Seats,#000000,#000000,"FREEDOM EDITION OSCAR MIKE Recent Arrival! New Price! LIFT KIT, ONE OWNER, PREMIUM WHEELS, Black 3-Piece Hard Top, Delete Sunrider Soft Top, Freedom Panel Storage Bag, Rear Window Defroster, Rear Window Wiper/Washer, Tinted Rear Quarter & Liftgate Windows. CARFAX One-Owner. Odometer is 3174 miles below market average!Our mission is to provide you with the best vehicle purchase and ownership experience possible, from helping you qualify for credit online to estimating the value of your trade-in with a simple questionnaire, we work hard to give you the information and choices you need to have the freedom to guide your vehicle purchase.Please check availability as our inventory changes daily and listings may take 24 hours or more to update. Our website allows you to check availability, view internet pricing, pre-qualify for financing, estimate the value of your trade, and schedule a test drive. How are we doing? How can we improve? Follow us and let us know on facebook!Awards:* 2015 KBB.com 10 Best SUVs Under $25,000 * 2015 KBB.com Best Resale Value Awards * 2015 KBB.com 10 Coolest Cars Under $25,000 * 2015 KBB.com 10 Most Fun SUVs","3 Years/36,000 Miles","5 Years/100,000 Miles",5 Years/Unlimited Miles,"5 Years/100,000 Miles",FALSE,Hyundai of Columbia,4WD Unlimited Sport,2015,Used,Huntsville,Dealer,17,21
86,Used 2014 Jeep Wrangler 4WD Unlimited Sport,68,/cars-for-sale/vehicledetails.xhtml?listingId=481984428&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,44660,TRUE,Sport Utility,4 wheel drive - rear,6-Cylinder,6091,5-Speed Automatic,AT-1CBA7FAC,Gasoline,H2118,1C4BJWDGXEL216959,"16"" x 7.0"" Luxury Styled Steel Wheels3.21 Rear Axle Ratio4-Wheel Disc Brakes6 SpeakersABS brakesAM/FM radioAir ConditioningBrake assistCD playerCloth Bucket Seats",#D7D7D7,#000000,"JK8 TRUCK Recent Arrival! New Price! ABS brakes, Compass, Electronic Stability Control, Low tire pressure warning, Traction control. Clean CARFAX. Odometer is 39374 miles below market average!Our mission is to provide you with the best vehicle purchase and ownership experience possible, from helping you qualify for credit online to estimating the value of your trade-in with a simple questionnaire, we work hard to give you the information and choices you need to have the freedom to guide your vehicle purchase.Please check availability as our inventory changes daily and listings may take 24 hours or more to update. Our website allows you to check availability, view internet pricing, pre-qualify for financing, estimate the value of your trade, and schedule a test drive. How are we doing? How can we improve? Follow us and let us know on facebook!Awards:* 2014 KBB.com Best Resale Value Awards * 2014 KBB.com 10 Best SUVs Under $25,000 * 2014 KBB.com 10 Coolest New Cars Under $25,000","3 Years/36,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles",FALSE,Hyundai of Columbia,4WD Unlimited Sport,2014,Used,Huntsville,Dealer,17,21
87,Used 2017 Jeep Wrangler Sahara,69,/cars-for-sale/vehicledetails.xhtml?listingId=483298179&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,33867,TRUE,Sport Utility,4 wheel drive - rear,6-Cylinder,6664,5-Speed Automatic,AT-1CCE8B83,Gasoline,N9390M,1C4AJWBG1HL503867,"18"" x 7.5"" Polished Satin Carbon Wheels3.21 Rear Axle Ratio4-Wheel Disc Brakes5-Year SIRIUSXM Travel Link Service6.5"" Touchscreen Display8 SpeakersABS brakesAM/FM radio: SiriusXMAir ConditioningAlpine 9-Speaker w/All Weather Subwoofer",#D7D7D7,#000000,"CARFAX One-Owner. Clean CARFAX.37 INCH TIRES, LIFTED!HEATED SEATS, USB/HANDSFREE/SYNC, LEATHER, NON-SMOKER, NEW TIRES, SERVICE RECORDS AVAILABLE, NEVER A RENTAL, 18 x 7.5 Polished Satin Carbon Wheels, 6.5 Touchscreen Display, 8 Speakers, Air Conditioning, Alpine 9-Speaker w/All Weather Subwoofer, CD player, Compass, Driver door bin, Front Bucket Seats, Front Center Armrest w/Storage, Front fog lights, Front reading lights, Fully automatic headlights, GPS Navigation, Heated door mirrors, Heated Front Seats, Illuminated entry, Leather steering wheel, Manufacturer's Statement of Origin, Outside temperature display, Oversize Spare Tire Carrier, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power steering, Power windows, Premium Black Sunrider Soft Top, Remote keyless entry, SIRIUSXM Travel Link, Steering wheel mounted audio controls, Tachometer, Tilt steering wheel, Trip computer.","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles",FALSE,Benton Nissan of Columbia,Sahara,2017,Used,Huntsville,Dealer,17,21
88,Used 2008 Jeep Wrangler Unlimited Sahara,69,/cars-for-sale/vehicledetails.xhtml?listingId=484058220&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,16838,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,151869,4-Speed Automatic,AT-1CDA246C,Gasoline,N9438C,1J4GA59148L598411,3.21 Axle Ratio3.73 Axle Ratio4-Wheel Disc Brakes6 SpeakersABS brakesAM/FM CD/MP3 w/SIRIUS SatelliteAM/FM radio: SIRIUSAir ConditioningAnti-Spin Differential Rear AxleBrake assist,#E31313,#454545,"CARFAX One-Owner.KBB Fair Market Range High: $16,976NON-SMOKER, NEW TIRES, NEW BRAKES, SERVICE RECORDS AVAILABLE, 4WD, 6 Speakers, AM/FM CD/MP3 w/SIRIUS Satellite, AM/FM radio: SIRIUS, CD player, Dual Top Group, Freedom Top 3-Piece Modular Hard Top, Power steering, Power windows, Rear Window Defroster, Rear Window Wiper/Washer, Remote keyless entry, SIRIUS Satellite Radio.",NA,NA,NA,NA,FALSE,Benton Nissan of Columbia,Unlimited Sahara,2008,Used,Huntsville,Dealer,15,19
89,Used 2003 Jeep Wrangler 4WD Sahara,69,/cars-for-sale/vehicledetails.xhtml?listingId=470592215&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,7995,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,18e4,4-Speed Automatic,AT-1C0CAAD7,Gasoline,Information Unavailable,1J4FA59S73P321404,Axle Ratio - 3.73Center ConsoleCruise ControlDimming Rearview Mirror - AutoExterior Entry LightsFront Air ConditioningFront Airbags - DualFront Fog LightsFront Seat Type - BucketFront Wipers - Intermittent,#D2B48C,#D2B48C,The front windshield is in excellent condition. The paint is in great shape and condition. The tires are slightly worn with about 75% of tread life left. The interior is clean and in good condition. The exterior is clean and in good condition. The engine is functioning properly and has no issues. The transmission shifts very smoothly. The brakes are in great condition. The battery is in excellent condition.,NA,NA,NA,NA,FALSE,Philip's Motor Company,4WD Sahara,2003,Used,Huntsville,Dealer,14,18
90,Used 2008 Jeep Wrangler 4WD Unlimited X,69,/cars-for-sale/vehicledetails.xhtml?listingId=480217477&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,15900,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,136266,4-Speed Automatic,AT-1C9F8985,Gasoline,Information Unavailable,1J4GA391X8L611814,4wd Selector - Manual Hi-Lo4wd Type - Part TimeAbs - 4-WheelAirbag Deactivation - Occupant Sensing PassengerAlternator - 140 AmpsAntenna Type - MastAnti-Theft System - Engine ImmobilizerAuxiliary Audio Input - Mp3Axle Ratio - 3.21Braking Assist,#F3D511,#454545,The interior is clean and in good condition. The exterior is clean and in good condition. The engine is functioning properly and has no issues. The transmission shifts very smoothly. The brakes are in great condition. The battery is in excellent condition.,NA,NA,NA,NA,FALSE,Philip's Motor Company,4WD Unlimited X,2008,Used,Huntsville,Dealer,15,19
91,Used 2015 Jeep Wrangler 4WD Unlimited Sahara,72,/cars-for-sale/vehicledetails.xhtml?listingId=478550264&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,34750,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,19321,Automatic,AT-1C8618F8,Gasoline,C1193,1C4BJWEG9FL676596,3.21 REAR AXLE RATIO  (STD)4-Wheel Disc BrakesA/CABSALPINE 9-SPEAKER W/ALL WEATHER SUBWOOFER  -inc: Amplified 552W 9 speaker  including subwooferAM/FM StereoAdjustable Steering WheelAluminum WheelsAuto-Dimming Rearview MirrorAutomatic Headlights,#000000,#000000,"Black Clearcoat 2015 Jeep Wrangler Unlimited Sahara 4WD 5-Speed Automatic 3.6L V6 24V VVTRecent Arrival! Odometer is 17021 miles below market average!Awards:* 2015 KBB.com 10 Best SUVs Under $25,000 * 2015 KBB.com 10 Most Fun SUVs * 2015 KBB.com 10 Coolest Cars Under $25,000 * 2015 KBB.com Best Resale Value Awards","3 Years/36,000 Miles","5 Years/100,000 Miles",5 Years/Unlimited Miles,"5 Years/100,000 Miles",FALSE,Ford CDJR of Jasper,4WD Unlimited Sahara,2015,Used,Huntsville,Dealer,17,21
92,Used 2015 Jeep Wrangler 4WD Unlimited Sport,72,/cars-for-sale/vehicledetails.xhtml?listingId=482132092&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,27490,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,68232,Automatic,AT-1CBCC07C,Gasoline,7062A,1C4BJWDG4FL635794,3.21 REAR AXLE RATIO  (STD)4-Wheel Disc BrakesA/CABSAM/FM StereoAdjustable Steering WheelAuxiliary Audio InputBILLET SILVER METALLIC CLEARCOATBLACK  CLOTH BUCKET SEATS  -inc: adjustable head restraintsBLACK 3-PIECE HARD TOP  -inc: Rear Window Defroster  Tinted Rear Quarter & Liftgate Windows  Delete Sunrider Soft Top  Freedom Panel Storage Bag  Rear Window Wiper/Washer,#8B8B8B,#000000,"billet silver metallic clearcoat 2015 Jeep Wrangler Unlimited Sport 4WD 5-Speed Automatic 3.6L V6 24V VVTRecent Arrival!Awards:* 2015 KBB.com Best Resale Value Awards * 2015 KBB.com 10 Most Fun SUVs * 2015 KBB.com 10 Best SUVs Under $25,000 * 2015 KBB.com 10 Coolest Cars Under $25,000","3 Years/36,000 Miles","5 Years/100,000 Miles",5 Years/Unlimited Miles,"5 Years/100,000 Miles",FALSE,Ford CDJR of Jasper,4WD Unlimited Sport,2015,Used,Huntsville,Dealer,17,21
93,Used 2012 Jeep Wrangler Sahara,72,/cars-for-sale/vehicledetails.xhtml?listingId=482427640&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,25990,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,46533,Automatic,AT-1CC142F8,Gasoline,7014A,1C4AJWBG3CL226339,"18"" X 7.5"" SATIN SILVER PAINTED ALUMINUM WHEELS23G CUSTOMER PREFERRED ORDER SELECTION PKG  -inc: 3.6L V6 engine  6-speed manual trans3.21 AXLE RATIO3.6L SMPI 24V VVT V6 ENGINE  (STD)4-Wheel Disc Brakes6-SPEED MANUAL TRANSMISSION  (STD)A/CABSAIR CONDITIONING W/AUTO TEMP CONTROL  -inc: air filterAM/FM Stereo",#8B8B8B,#000000,Bright Silver Metallic 2012 Jeep Wrangler Sahara 4WD 5-Speed Automatic 3.6L V6 24V VVTRecent Arrival! Odometer is 20967 miles below market average!Awards:* ALG Best Residual Value * 2012 KBB.com Best Resale Value Awards * 2012 KBB.com Total Cost of Ownership AwardsReviews:* Superior off-road capability; strong engine; surprisingly fun to drive around town; two- and four-door variations; rough-and-tumble image; it's a convertible. Source: Edmunds,"3 Years/36,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles","3 Years/36,000 Miles",FALSE,Ford CDJR of Jasper,Sahara,2012,Used,Huntsville,Dealer,17,21
94,New 2018 Jeep Wrangler JK 4WD Unlimited Sport,72,/cars-for-sale/vehicledetails.xhtml?listingId=479016242&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,36614,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,5,Automatic,AT-1C8D3532,Gasoline,7055,1C4BJWDG2JL892008,3.73 REAR AXLE RATIO  (STD)4-Wheel Disc BrakesA/CABSALPINE 9-SPEAKER W/ALL WEATHER SUBWOOFERAM/FM StereoAdjustable Steering WheelAluminum WheelsAuxiliary Audio InputBLACK  CLOTH SEATS W/ADJUSTABLE HEAD RESTRAINTS,#E31313,#000000,"Red Clearcoat 2018 Jeep Wrangler JK Unlimited Willys Wheeler 4WD 5-Speed Automatic 3.6L 6-Cylinder ABS brakes, Compass, Electronic Stability Control, Low tire pressure warning, Traction control.Contact us directly at (205) 384-4400.*Internet Price is with all available incentives and dealer discounts already applied and is plus tax, title, fees and any dealer installed options. Some incentives are conditional and have qualifying factors. Your Deal May Vary. Call today to see which incentives that you will qualify for.","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles",FALSE,Ford CDJR of Jasper,JK 4WD Unlimited Sport,2018,New,Huntsville,Dealer,17,21
95,New 2017 Jeep Wrangler Sport,72,/cars-for-sale/vehicledetails.xhtml?listingId=468396753&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,38687,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,5,Automatic,AT-1BEB2AD1,Gasoline,6922,1C4BJWDG2HL710866,3.21 REAR AXLE RATIO  (STD)4-Wheel Disc BrakesA/CABSAM/FM StereoANTI-SPIN DIFFERENTIAL REAR AXLEAdjustable Steering WheelAuxiliary Audio InputBLACK  CLOTH SEATS W/ADJUSTABLE HEAD RESTRAINTSBrake Assist,#E31313,#000000,"Red 2017 Jeep Wrangler Unlimited Sport 4WD 3.6L V6 24V VVT*Internet Price is with all available incentives and dealer discounts already applied and is plus tax, title, fees and any dealer installed options. Some incentives are conditional and have qualifying factors. Call today to see which incentives that you will qualify for.","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles",FALSE,Ford CDJR of Jasper,Sport,2017,New,Huntsville,Dealer,17,21
96,New 2018 Jeep Wrangler 4WD Unlimited Sport,72,/cars-for-sale/vehicledetails.xhtml?listingId=478813779&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,38005,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,5,Automatic,AT-1C8A1E53,Gasoline,7037,1C4HJXDG4JW123041,4-Wheel Disc BrakesA/CABSAM/FM StereoAdjustable Steering WheelAluminum WheelsAuxiliary Audio InputBLACK  CLOTH LOW-BACK BUCKET SEATSBLACK 3-PIECE HARD TOP  -inc: Rear Window Defroster  Freedom Panel Storage Bag  Rear Window Wiper/WasherBLACK CLEARCOAT,#000000,#000000,"Black Clearcoat 2018 Jeep Wrangler Unlimited Sport S 4WD 8-Speed Automatic 3.6L 6-Cylinder ABS brakes, Compass, Electronic Stability Control, Low tire pressure warning, Traction control.Contact us directly at (205) 384-4400.*Internet Price is with all available incentives and dealer discounts already applied and is plus tax, title, fees and any dealer installed options. Some incentives are conditional and have qualifying factors. Your Deal May Vary. Call today to see which incentives that you will qualify for.","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles",FALSE,Ford CDJR of Jasper,4WD Unlimited Sport,2018,New,Huntsville,Dealer,17,21
97,New 2018 Jeep Wrangler 4WD Unlimited Sport,72,/cars-for-sale/vehicledetails.xhtml?listingId=477247897&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,40485,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,5,Automatic,AT-1C723999,Gasoline,7027,1C4HJXDGXJW126655,4-Wheel Disc BrakesA/CABSALPINE PREMIUM AUDIO SYSTEM  -inc: 220 Amp AlternatorAM/FM StereoANTI-SPIN DIFFERENTIAL REAR AXLEAdjustable Steering WheelAluminum WheelsAuxiliary Audio InputBLACK  CLOTH LOW-BACK BUCKET SEATS,#000000,#000000,"Black Clearcoat 2018 Jeep Wrangler Unlimited Sport S 4WD 8-Speed Automatic 3.6L 6-Cylinder ABS brakes, Compass, Electronic Stability Control, Low tire pressure warning, Traction control.Contact us directly at (205) 384-4400.*Internet Price is with all available incentives and dealer discounts already applied and is plus tax, title, fees and any dealer installed options. Some incentives are conditional and have qualifying factors. Your Deal May Vary. Call today to see which incentives that you will qualify for.","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles",FALSE,Ford CDJR of Jasper,4WD Unlimited Sport,2018,New,Huntsville,Dealer,17,21
98,Used 2017 Jeep Wrangler Unlimited Sahara,75,/cars-for-sale/vehicledetails.xhtml?listingId=482107201&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,35e3,TRUE,Sport Utility,4 wheel drive - rear,6-Cylinder,17065,5-Speed Automatic,AT-1CBC5F41,Gasoline,H0765B,1C4BJWEG5HL659815,"18"" x 7.5"" Polished Satin Carbon Wheels3.21 Rear Axle Ratio4-Wheel Disc Brakes8 SpeakersABS BRAKESABS brakesAM/FM radio: SiriusXMAir ConditioningAudio Jack Input for Mobile DevicesAuto-dimming Rear-View mirror",#D7D7D7,#000000,"New Price! Clean CARFAX. CARFAX One-Owner. REMAINDER OF FACTORY WARRANTY, SERVICE RECORDS AVAILABLE, CLEAN CARFAX, ONE-OWNER, ABS BRAKES, BRAKE ASSIST, HEATED DOOR MIRRORS, REMOTE KEYLESS ENTRY, CRUISE CONTROL.http://www.kbbreport.com/kmwhn(Financing may be required- see dealer for details.) Proudly Serving: Chattanooga, Lookout Mountain, Ringgold, Graysville, Walden, Dalton, Huntsville, Nashville, Murfreesboro, Knoxville, Cookeville, Rome, Atlanta, Lynchburg, Cleveland, Dayton, and all of greater Tennessee, Georgia and Alabama.2017 Jeep Wrangler Unlimited Sahara White","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles",FALSE,Mountain View Ford Lincoln,Unlimited Sahara,2017,Used,Huntsville,Dealer,17,21
