red,green,blue,rowNum,listing_title,listing_distance_miles,listing_url,price,listingPriceRedu,Body Style,Drive Type,Engine,Mileage,Transmission,ATC Car ID,Fuel,Stock #,VIN,carFeaturesText,exterior,interior,sellerComment,Basic Warranty,Corrosion Warranty,Drivetrain Warranty,Roadside Assistance Warranty,newListingIndicator,Dealer,model,year,ownershipStatus,Location,sellerType,DriveTypeGeneral,numWordsinComment,CityMpg,HyMpg
215,215,215,233,Used 2015 Subaru Outback 2.5i,32,/cars-for-sale/vehicledetails.xhtml?listingId=484851276&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D200%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=200&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,19583,TRUE,Wagon,All wheel drive,4-Cylinder,37210,Continuously Variable Automatic,AT-1CE63E4C,Gasoline,P1800410,4S4BSBAC8F3320354,***CLEAN CARFAX******NO ACCIDENTS ON CARFAX******ONE OWNER***4 Speakers4-Wheel Disc Brakes4.111 Axle RatioABS brakesAM/FM radioAir ConditioningAnti-whiplash front head restraints,#D7D7D7,#FFFFEE,"CARFAX One-Owner. Clean CARFAX. 2015 Subaru Outback 2.5i, in Crystal White Pearl and Warm Ivory interior, with only 37K miles, priced competitively at $19583. Rear camera, Remote keyless entry, AM/FM/MP3 w/ SiriusXM Satellite, Bluetooth Hands-Free Phone System, USB, Tilt/Telescoping Steering Wheel w/ Cruise & Audio controls, Air-conditioning, POWER: WINDOWS/LOCKS/MIRRORS, Cruise control, Symmetrical All Wheel Drive with Vehicle Dynamics Control.Priced below KBB Fair Purchase Price!Our Principles of Love Promise: *Promise Pricing, No Negotiation *Non-Commissioned, Pressure Free, Efficient & Helpful Staff *48HR Money Back Guarantee *Eco Friendly Dealerships *Active Community Involvement *Open & Transparent Offices *Trade-In Guarantee: We Buy Even if You Don't.33/25 Highway/City MPGAwards:* 2015 KBB.com 15 Best Family Cars * 2015 KBB.com 10 Best All-Wheel-Drive Vehicles Under $25,000 * 2015 KBB.com Brand Image Awards * 2015 KBB.com 5-Year Cost to Own Awards * 2015 KBB.com Best Resale Value AwardsProudly serving the Salt Lake and surrounding areas, including: Bountiful, Logan, Ogden, Park City, Provo and Tooele.","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",FALSE,Mark Miller Subaru Midtown,2.5i,2015,Used,Provo,Dealer,Automatic,1125,25,33
5,81,141,234,Used 2017 Subaru Outback 3.6R,32,/cars-for-sale/vehicledetails.xhtml?listingId=485751893&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D200%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=200&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,30350,FALSE,Wagon,All wheel drive,6-Cylinder,18321,Continuously Variable Automatic,AT-1CF3FC55,Gasoline,18105151,4S4BSEKCXH3233297,***CLEAN CARFAX******MOONROOF******NO ACCIDENTS ON CARFAX******ONE OWNER***12 Speakers4-Wheel Disc Brakes4.111 Axle RatioABS brakesAM/FM radio: SiriusXMAir Conditioning,#05518D,#000000,"SIX CYLINDER! CARFAX One-Owner. Clean CARFAX. Mark Miller Subaru Midtown is proud to offer this 2017 Subaru Outback 3.6R, in Twilight Blue Metallic and Slate Black Leather, priced competitively at $30350. BLIND SPOT WARNING, REAR CROSS TRAFFIC ALERT, ***MOONROOF***, Dual Zone Auto Climate Control, Harman Kardon Sound System w/ SiriusXM Satellite, Bluetooth Hands-Free Phone System, Aha Infotainment, USB, Power Rear Hatch, Steering wheel mounted audio controls, All Weather (Heated: Front Power Seats, Rear Seats, Windshield, and Mirrors), Backup camera, Symmetrical All Wheel Drive with X-Mode.Priced below KBB Fair Purchase Price!Our Principles of Love Promise: *Promise Pricing, No Negotiation *Non-Commissioned, Pressure Free, Efficient & Helpful Staff *48HR Money Back Guarantee *Eco Friendly Dealerships *Active Community Involvement *Open & Transparent Offices *Trade-In Guarantee: We Buy Even if You Don't.27/20 Highway/City MPGAwards:* 2017 IIHS Top Safety Pick+Proudly serving the Salt Lake and surrounding areas, including: Bountiful, Logan, Ogden, Park City, Provo and Tooele.","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",TRUE,Mark Miller Subaru Midtown,3.6R,2017,Used,Provo,Dealer,Automatic,1090,20,27
69,69,69,235,New 2018 Subaru Outback 2.5i Premium,32,/cars-for-sale/vehicledetails.xhtml?listingId=485917633&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D200%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=200&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,27351,FALSE,Wagon,All wheel drive,4-Cylinder,0,Continuously Variable Automatic,AT-1CF683C1,Gasoline,380886,4S4BSACC0J3380886,All-Weather Floor LinersStandard Model,#454545,#000000,"Looking for an amazing value? This Subaru won't be on the lot long! Packed with features and truly a pleasure to drive! Top features include power windows, adjustable headrests in all seating positions, fully automatic headlights, and a split folding rear seat. It features an automatic transmission, all-wheel drive, and a 2.5 liter 4 cylinder engine. We pride ourselves in the quality that we offer on all of our vehicles. Please don't hesitate to give us a call.","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",TRUE,Mark Miller Subaru Midtown,2.5i Premium,2018,New,Provo,Dealer,Automatic,465,25,32
69,69,69,236,New 2018 Subaru Outback 2.5i Premium,32,/cars-for-sale/vehicledetails.xhtml?listingId=482199330&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D200%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=200&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,27351,FALSE,Wagon,All wheel drive,4-Cylinder,0,Continuously Variable Automatic,AT-1CBDC722,Gasoline,18106310,4S4BSACC9J3349538,All-Weather Floor LinersStandard Model,#454545,#000000,"This Subaru won't be on the lot long! Both practical and stylish! Top features include remote keyless entry, fully automatic headlights, a roof rack, and cruise control. It features an automatic transmission, all-wheel drive, and a 2.5 liter 4 cylinder engine. We have the vehicle you've been searching for at a price you can afford. Please don't hesitate to give us a call.","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",TRUE,Mark Miller Subaru Midtown,2.5i Premium,2018,New,Provo,Dealer,Automatic,374,25,32
227,19,19,237,Used 2017 Subaru Outback 2.5i,32,/cars-for-sale/vehicledetails.xhtml?listingId=485661245&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D200%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=200&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,24991,FALSE,Wagon,All wheel drive,4-Cylinder,13731,Continuously Variable Automatic,AT-1CF29A3D,Gasoline,L1800460,4S4BSACC1H3417731,***CLEAN CARFAX******NO ACCIDENTS ON CARFAX******ONE OWNER***4-Wheel Disc Brakes4.111 Axle RatioABS brakesAir ConditioningAlloy wheelsAnti-whiplash front head restraintsBrake assist,#E31313,#000000,"CARFAX One-Owner. Clean CARFAX. Mark Miller Subaru Midtown is proud to offer this 2017 Subaru Outback Premium, in Venetian Red Pearl and Slate Black interior, with only 13K miles, priced competitively at $24991. Power Seat, Dual Auto Climate Control, Rear Camera, All Weather (Heated: Seats, Windshield, and Mirrors), AM/FM/MP3 w/ SiriusXM Satellite, Bluetooth Hands-Free Phone System, USB, Steering wheel mounted audio controls, Remote keyless entry, Tilt & Telescoping Steering Wheel, Alloy Wheels, Symmetrical All Wheel Drive with X-Mode, Vehicle Dynamics Control and Traction Control.Priced below KBB Fair Purchase Price!Our Principles of Love Promise: *Promise Pricing, No Negotiation *Non-Commissioned, Pressure Free, Efficient & Helpful Staff *48HR Money Back Guarantee *Eco Friendly Dealerships *Active Community Involvement *Open & Transparent Offices *Trade-In Guarantee: We Buy Even if You Don't.32/25 Highway/City MPGAwards:* 2017 IIHS Top Safety Pick+Proudly serving the Salt Lake and surrounding areas, including: Bountiful, Logan, Ogden, Park City, Provo and Tooele.","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",FALSE,Mark Miller Subaru Midtown,2.5i,2017,Used,Provo,Dealer,Automatic,1081,25,32
69,69,69,238,New 2018 Subaru Outback 2.5i Premium,32,/cars-for-sale/vehicledetails.xhtml?listingId=485917630&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D200%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=200&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,30805,FALSE,Wagon,All wheel drive,4-Cylinder,0,Continuously Variable Automatic,AT-1CF683BE,Gasoline,381178,4S4BSAHCXJ3381178,Adaptive Cruise ControlAll-Weather Floor LinersAuto-Dimming Exterior Mirror w/Approach LightAuto-Dimming Rear View Compass Mirror w/HomeLinkBlind Spot DetectionEyeSight & MR & PRG & Navi & BSD & RCTA & HBAEyeSight SystemHigh Beam AssistLane Departure Warning & Sway WarningMap & Dome Lights LED Upgrade,#454545,#FFFFEE,"Dare to compare! This vehicle won't be on the lot long! Maximum utility meets passenger comfort in the midsize segment! Subaru prioritized comfort and style by including: a rear window wiper, lane departure warning, and the power moon roof opens up the cabin to the natural environment. It features an automatic transmission, all-wheel drive, and a 2.5 liter 4 cylinder engine. Our sales reps are knowledgeable and professional. They'll work with you to find the right vehicle at a price you can afford. Stop in and take a test drive!","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",TRUE,Mark Miller Subaru Midtown,2.5i Premium,2018,New,Provo,Dealer,Automatic,534,25,32
5,81,141,239,Certified 2018 Subaru Outback 2.5i,32,/cars-for-sale/vehicledetails.xhtml?listingId=483018913&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D200%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=200&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,25681,TRUE,Wagon,All wheel drive,4-Cylinder,2724,Continuously Variable Automatic,AT-1CCA48A1,Gasoline,R1800280,4S4BSACC0J3276320,***7 YEAR/100***CLEAN CARFAX******NO ACCIDENTS ON CARFAX***000 MILE CERTIFIED POWERTRAIN WARRANTY***4-Wheel Disc Brakes4.111 Axle Ratio6 SpeakersABS brakesAM/FM radio: SiriusXMAir Conditioning,#05518D,#FFFFEE,"SUBARU CERTIFIED. Clean CARFAX. 2018 Subaru Outback Premium, in Dark Blue Pearl and Warm Ivory Cloth, with only 2K miles, priced competitively at $25681. ***7 YEAR/100,000 MILE CERTIFIED POWERTRAIN WARRANTY***. Power Seat, Dual Auto Climate Control, All Weather (Heated: Seats, Windshield, and Mirrors), AM/FM/MP3 w/ SiriusXM Satellite, Bluetooth Hands-Free Phone System, USB, Steering wheel mounted audio controls, Remote keyless entry, Tilt & Telescoping Steering Wheel, Alloy Wheels, Symmetrical All Wheel Drive with X-Mode, Vehicle Dynamics Control and Traction Control.Our Principles of Love Promise: *Promise Pricing, No Negotiation *Non-Commissioned, Pressure Free, Efficient & Helpful Staff *48HR Money Back Guarantee *Eco Friendly Dealerships *Active Community Involvement *Open & Transparent Offices *Trade-In Guarantee: We Buy Even if You Don't.Subaru Certified Pre-Owned Details:* 152 Point Inspection* Warranty Deductible: $0* Powertrain Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from original in-service date* Vehicle History* Transferable Warranty* Roadside Assistance32/25 Highway/City MPGProudly serving the Salt Lake and surrounding areas, including: Bountiful, Logan, Ogden, Park City, Provo and Tooele.","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",FALSE,Mark Miller Subaru Midtown,2.5i,2018,Certified,Provo,Dealer,Automatic,1244,25,32
36,139,21,240,Used 2015 Subaru Outback 2.5i Premium,32,/cars-for-sale/vehicledetails.xhtml?listingId=485106750&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D200%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=200&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,21621,FALSE,Wagon,All wheel drive,4-Cylinder,45873,Continuously Variable Automatic,AT-1CEA243E,Gasoline,L1800390,4S4BSADC2F3274980,"***ONE OWNER***17"" x 7.0"" Aluminum Alloy w/Silver Finish Wheels4-Wheel Disc Brakes4.111 Axle Ratio6 SpeakersABS brakesAM/FM radio: SiriusXMAir ConditioningAnti-whiplash front head restraintsAuto-Dimming Rear View Compass Mirror w/Homelink",#248B15,#FFFFEE,"CARFAX One-Owner. d to offer this 2015 Subaru Outback Premium, in Wilderness Green Metallic & Warm Ivory Leather, priced competitively at $21621. ***MOONROOF***, Power Rear Gate, Heated Leather Power Seat, Heated Mirrors & Windshield, Dual Zone Auto Climate Control, Power Rear Gate, AM/FM/MP3 w/ SiriusXM Satellite, Bluetooth Hands-Free Phone System, USB, Steering wheel mounted audio controls, Remote keyless entry, Tilt & Telescoping Steering Wheel, Alloy Wheels, Symmetrical All Wheel Drive with X-Mode, Vehicle Dynamics Control and Traction Control.Priced below KBB Fair Purchase Price!Our Principles of Love Promise: *Promise Pricing, No Negotiation *Non-Commissioned, Pressure Free, Efficient & Helpful Staff *48HR Money Back Guarantee *Eco Friendly Dealerships *Active Community Involvement *Open & Transparent Offices *Trade-In Guarantee: We Buy Even if You Don't.33/25 Highway/City MPGAwards:* 2015 KBB.com 10 Best All-Wheel-Drive Vehicles Under $25,000 * 2015 KBB.com 15 Best Family Cars * 2015 KBB.com Brand Image Awards * 2015 KBB.com 5-Year Cost to Own Awards * 2015 KBB.com Best Resale Value AwardsProudly serving the Salt Lake and surrounding areas, including: Bountiful, Logan, Ogden, Park City, Provo and Tooele.","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",FALSE,Mark Miller Subaru Midtown,2.5i Premium,2015,Used,Provo,Dealer,Automatic,1230,25,33
215,215,215,241,Used 2015 Subaru Outback 3.6R Limited,32,/cars-for-sale/vehicledetails.xhtml?listingId=485973365&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D200%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=200&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,29416,FALSE,Wagon,All wheel drive,6-Cylinder,18200,Continuously Variable Automatic,AT-1CF75D75,Gasoline,18103881,4S4BSENC7F3340199,***CLEAN CARFAX******EYESIGHT******MOONROOF******NAVIGATION******NO ACCIDENTS ON CARFAX******ONE OWNER***12 Speakers4-Wheel Disc Brakes4.111 Axle RatioABS brakes,#D7D7D7,#000000,"LOADED! ***EYESIGHT***, ***NAVIGATION***, etc. ONLY 18K MILES!! CARFAX One-Owner. Clean CARFAX. Mark Miller Subaru Midtown is proud to offer this 2015 Subaru Outback 3.6R, in Crystal White Pearl and Slate Black Leather, with only 18K miles, priced competitively at $29416. ***NAVIGATION***, ***EYESIGHT***, ***MOONROOF***, Subaru Trailer Hitch, Rear-Vision Camera, Auto-Dimming Rear View Compass Mirror w/Homelink, Harman Kardon Surround Sound System, Dual Zone Auto Climate Control, All Weather (Heated: Front Power Seats, Rear Seats, Windshield, and Mirrors), AM/FM/MP3 HD Radio w/ SiriusXM Satellite, Bluetooth Hands-Free Phone System, USB, Vehicle Information Display, Symmetrical All Wheel Drive with X-Mode.Odometer is 16551 miles below market average!Priced below KBB Fair Purchase Price!Our Principles of Love Promise: *Promise Pricing, No Negotiation *Non-Commissioned, Pressure Free, Efficient & Helpful Staff *48HR Money Back Guarantee *Eco Friendly Dealerships *Active Community Involvement *Open & Transparent Offices *Trade-In Guarantee: We Buy Even if You Don't.27/20 Highway/City MPGAwards:* 2015 KBB.com 10 Best All-Wheel-Drive Vehicles Under $25,000 * 2015 KBB.com 15 Best Family Cars * 2015 KBB.com Brand Image Awards * 2015 KBB.com 5-Year Cost to Own Awards * 2015 KBB.com Best Resale Value AwardsProudly serving the Salt Lake and surrounding areas, including: Bountiful, Logan, Ogden, Park City, Provo and Tooele.","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",TRUE,Mark Miller Subaru Midtown,3.6R Limited,2015,Used,Provo,Dealer,Automatic,1434,20,27
215,215,215,242,Used 2004 Subaru Outback Limited Sedan,32,/cars-for-sale/vehicledetails.xhtml?listingId=485954541&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D200%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=200&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,2800,FALSE,Sedan,All wheel drive,4-Cylinder,150057,4-Speed Automatic,AT-1CF713ED,Gasoline,18104481,4S3BE686447207848,"16"" Alloy Wheels4-Wheel Disc Brakes7 SpeakersABS brakesAM/FM radioAM/FM/WB Stereo w/6-Disc In-Dash CD ChangerAir ConditioningCD playerDriver door binDriver vanity mirror",#D7D7D7,#F5F5DC,"MECHANIC SPECIAL. Sold AS-IS. Ca$h Only.. Priced below KBB Fair Purchase Price!Proudly serving the Salt Lake and surrounding areas, including: Bountiful, Logan, Ogden, Park City, Provo and Tooele.",NA,NA,NA,NA,TRUE,Mark Miller Subaru Midtown,Limited Sedan,2004,Used,Provo,Dealer,Automatic,196,22,27
5,81,141,243,New 2018 Subaru Outback 2.5i Premium,32,/cars-for-sale/vehicledetails.xhtml?listingId=485917620&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D200%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=200&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,27351,FALSE,Wagon,All wheel drive,4-Cylinder,0,Continuously Variable Automatic,AT-1CF683B4,Gasoline,381538,4S4BSACC4J3381538,All-Weather Floor LinersStandard Model,#05518D,#000000,"This vehicle won't be on the lot long! It comes equipped with all the standard amenities for your driving enjoyment. Top features include remote keyless entry, an outside temperature display, power windows, and cruise control. Under the hood you'll find a 4 cylinder engine with more than 170 horsepower, and for added security, dynamic Stability Control supplements the drivetrain. All wheel drive provides for safe passage, regardless of road or weather conditions. We pride ourselves on providing excellent customer service. Please don't hesitate to give us a call.","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",TRUE,Mark Miller Subaru Midtown,2.5i Premium,2018,New,Provo,Dealer,Automatic,568,25,32
215,215,215,244,New 2018 Subaru Outback 2.5i Premium,32,/cars-for-sale/vehicledetails.xhtml?listingId=485917619&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D200%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=200&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,27351,FALSE,Wagon,All wheel drive,4-Cylinder,0,Continuously Variable Automatic,AT-1CF683B3,Gasoline,381376,4S4BSACC4J3381376,All-Weather Floor LinersStandard Model,#D7D7D7,#000000,"Check out this 2018! Packed with features and truly a pleasure to drive! Top features include remote keyless entry, adjustable headrests in all seating positions, heated door mirrors, and much more. Smooth gearshifts are achieved thanks to the efficient 4 cylinder engine, and all wheel drive keeps this model firmly attached to the road surface. We have the vehicle you've been searching for at a price you can afford. Please don't hesitate to give us a call.","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",TRUE,Mark Miller Subaru Midtown,2.5i Premium,2018,New,Provo,Dealer,Automatic,460,25,32
215,215,215,245,New 2018 Subaru Outback 2.5i Premium,32,/cars-for-sale/vehicledetails.xhtml?listingId=485917629&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D200%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=200&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,27351,FALSE,Wagon,All wheel drive,4-Cylinder,0,Continuously Variable Automatic,AT-1CF683BD,Gasoline,381208,4S4BSACC5J3381208,All-Weather Floor LinersStandard Model,#D7D7D7,#000000,"This Subaru won't be on the lot long! This is an excellent vehicle at an affordable price! Top features include heated front seats, 1-touch window functionality, front fog lights, and much more. It features all-wheel drive versatility, an automatic transmission, and a 2.5 liter 4 cylinder engine. We pride ourselves in consistently exceeding our customer's expectations. Please don't hesitate to give us a call.","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",TRUE,Mark Miller Subaru Midtown,2.5i Premium,2018,New,Provo,Dealer,Automatic,412,25,32
215,215,215,246,Certified 2018 Subaru Outback 2.5i,32,/cars-for-sale/vehicledetails.xhtml?listingId=484839405&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D200%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=200&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,24873,FALSE,Wagon,All wheel drive,4-Cylinder,2945,Continuously Variable Automatic,AT-1CE60FED,Gasoline,R1800440,4S4BSAAC1J3275096,"***7 YEAR/100***CLEAN CARFAX******NO ACCIDENTS ON CARFAX***000 MILE CERTIFIED POWERTRAIN WARRANTY***17"" x 7.0"" Aluminum Alloy w/Silver Finish Wheels4 Speakers4-Wheel Disc Brakes4.111 Axle RatioABS brakesAM/FM radio",#D7D7D7,#000000,"SUBARU CERTIFIED. Clean CARFAX. 2018 Subaru Outback 2.5i, in Crystal White Pearl and Slate Black interior, with only 3K miles, priced competitively at $24873. ***7 YEAR/100,000 MILE CERTIFIED POWERTRAIN WARRANTY***. Backup camera, Alloy Wheels, Remote keyless entry, Alloy Wheels, AM/FM/MP3 w/ SiriusXM Satellite, Bluetooth Hands-Free Phone System, USB, Tilt/Telescoping Steering Wheel w/ Cruise & Audio controls, Air-conditioning, POWER: WINDOWS/LOCKS/MIRRORS, Cruise control, Symmetrical All Wheel Drive with Vehicle Dynamics Control.Our Principles of Love Promise: *Promise Pricing, No Negotiation *Non-Commissioned, Pressure Free, Efficient & Helpful Staff *48HR Money Back Guarantee *Eco Friendly Dealerships *Active Community Involvement *Open & Transparent Offices *Trade-In Guarantee: We Buy Even if You Don't.Subaru Certified Pre-Owned Details:* Vehicle History* Powertrain Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from original in-service date* Warranty Deductible: $0* Roadside Assistance* 152 Point Inspection* Transferable Warranty32/25 Highway/City MPGProudly serving the Salt Lake and surrounding areas, including: Bountiful, Logan, Ogden, Park City, Provo and Tooele.","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",FALSE,Mark Miller Subaru Midtown,2.5i,2018,Certified,Provo,Dealer,Automatic,1206,25,32
