red,green,blue,rowNum,listing_title,listing_distance_miles,listing_url,price,listingPriceRedu,Body Style,Drive Type,Engine,Mileage,Transmission,ATC Car ID,Fuel,Stock #,VIN,carFeaturesText,exterior,interior,sellerComment,Basic Warranty,Corrosion Warranty,Drivetrain Warranty,Roadside Assistance Warranty,newListingIndicator,Dealer,model,year,ownershipStatus,Location,sellerType,DriveTypeGeneral,numWordsinComment,CityMpg,HyMpg
215,215,215,109,Used 2016 Jeep Cherokee Trailhawk,1838,/cars-for-sale/vehicledetails.xhtml?listingId=481562271&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,24e3,FALSE,Sport Utility,4 wheel drive,6-Cylinder,54e3,Automatic,AT-1CB40E9F,Gasoline,Information Unavailable,1C4PJMBS2GW293103,Backup CameraBluetooth Hands-FreeCruise ControlHeated SeatsKeyless EntryLeather SeatsMulti-zone Climate ControlNavigationPower LocksPower Windows,#D7D7D7,#000000,"2016 Jeep Cherokee Trailhawk.  Perfect Condition - No issues - Always kept clean. All scheduled maintenance, All records, 1 repair - cosmetic due to kid hitting door with bike.  Fully loaded with all the goodies, Looks & drives great, 54k Mostly highway miles, No accidents, One owner, Navigation, Back up Camera, lane assist, Satellite radio, Heated power Seats, Heated steering wheel, remote and push button start, remote tailgate, Leather, tow package, Bluetooth, Full size spare, 85% treadlilfe on tires, Panoramic Sun-Roof, Tinted windows, Cruise control, Steering wheel radio controls, Sirius/XM radio, power heated mirrors,  Only selling because we bought diesel truck for new 5th wheel!",NA,NA,NA,NA,FALSE,Private Seller,Trailhawk,2016,Used,lmao,Private,Automatic,694,NA,NA
0,0,0,110,Used 2016 Jeep Cherokee Overland,1839,/cars-for-sale/vehicledetails.xhtml?listingId=485513039&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,29960,FALSE,Sport Utility,4 wheel drive,6-Cylinder,16662,Automatic,AT-1CF0574F,Gasoline,Information Unavailable,1C4PJMJS1GW344740,Backup CameraBluetooth Hands-FreeCruise ControlHeated SeatsKeyless EntryLeather SeatsMulti-zone Climate ControlNavigationPortable Audio ConnectionPower Locks,#000000,#000000,"A/C ice cold, All scheduled maintenance, All records, Always garaged, Excellent condition, Factory GPS system, Fully loaded with all the goodies, Looks & drives great, Mostly highway miles, No accidents, Non-smoker, One owner, Satellite radio, Seats like new, Still under factory warranty, Title in hand, Very clean interior, Well maintained. This car also has blind spot monitoring with rear cross-traffic alert and an 8.4 inch touchscreen with the Uconnect interface. There are heated and ventilated seats, and a heated steering wheel as well.Bridgestone Blizzak snow-tires come with this vehicle",NA,NA,NA,NA,TRUE,Private Seller,Overland,2016,Used,lmao,Private,Automatic,598,NA,NA
0,0,0,111,Used 2016 Jeep Cherokee Latitude,1851,/cars-for-sale/vehicledetails.xhtml?listingId=480846424&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,19500,FALSE,Sport Utility,4 wheel drive - front,10-Cylinder,4e4,Automatic,AT-1CA92258,Gasoline,Information Unavailable,Information Unavailable,Backup CameraBluetooth Hands-FreeCruise ControlKeyless EntryMulti-zone Climate ControlPower WindowsSecurity System,#000000,#000000,Excellent condition. Looks & drives great. No accidents. Non-smoker. Seats like new. Still under factory warranty. Very clean interior. Well maintained. Ready to negotiate!,NA,NA,NA,NA,FALSE,Private Seller,Latitude,2016,Used,lmao,Private,Automatic,172,NA,NA
215,215,215,112,Used 2017 Jeep Cherokee Limited,1856,/cars-for-sale/vehicledetails.xhtml?listingId=485521510&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,18900,FALSE,Sport Utility,All wheel drive,4-Cylinder,35700,Automatic,AT-1CF07866,Gasoline,Information Unavailable,1C4PJLDB7HW522013,Backup CameraBluetooth Hands-FreeCruise ControlHeated SeatsKeyless EntryLeather SeatsMulti-zone Climate ControlNavigationPortable Audio ConnectionPower Locks,#D7D7D7,#000000,"Selling this beauty because my daughter went to college and didn't want a car payment. You'll fall in love with it. I already have a great car, so don't need it, although it's tempting to! It's immaculate, non smoker, newer tires, kept undercover. Great sound system, automatic everything. All updates and maintenance recorded. See details in the specs. Mileage is 36000 mostly highway miles, good on gas!  No accidents, Carfax clean report.Priced to sell, first come first served.Local cashiers checks only. Call and ask for JO. (NO TEXT MESSAGES) AT 727-678-3278",NA,NA,NA,NA,TRUE,Private Seller,Limited,2017,Used,lmao,Private,Automatic,564,NA,NA
36,139,21,113,Used 1994 Jeep Cherokee Country,1862,/cars-for-sale/vehicledetails.xhtml?listingId=463222124&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,3250,FALSE,Sport Utility,2 wheel drive - rear,6 Cylinder,176e3,Automatic,AT-1B9C356C,Information Unavailable,Information Unavailable,Information Unavailable,CD PlayerCruise ControlPower LocksPower WindowsPremium AudioPremium Wheels,#248B15,#D2B48C,"A/C ice cold, Excellent condition, Looks & drives great, No accidents, Non-smoker, One owner, Title in hand, Well maintained. Bought new in 1994 with only one driver since. Quality repaint in original Green, headliner replaced, new breaks, tires good, new exhaust system, new timing belt, new water pump, new radiator, new HVAC fan motor,",NA,NA,NA,NA,FALSE,Private Seller,Country,1994,Used,lmao,Private,Automatic,338,NA,NA
36,139,21,114,Used 1996 Jeep Cherokee Sport,1915,/cars-for-sale/vehicledetails.xhtml?listingId=484095512&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,3500,TRUE,Sport Utility,4 wheel drive - rear,6-Cylinder,122e3,Automatic,AT-1CDAB618,Gasoline,Information Unavailable,Information Unavailable,CD PlayerPower LocksPower Windows,#248B15,#454545,"Power windows, power door locks, A/C, CD/MP3 player, ABS.Very clean Jeep. No rust on the floor pans underneath the vehicle. Runs and drives great. Inspected in Pennsylvania until November 2018. A/C ice cold, Must see, Title in hand, Very clean interior, Well maintained",NA,NA,NA,NA,FALSE,Private Seller,Sport,1996,Used,lmao,Private,Automatic,269,NA,NA
5,81,141,115,Used 1996 Jeep Cherokee SE,1919,/cars-for-sale/vehicledetails.xhtml?listingId=484077566&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,2800,FALSE,Sport Utility,4 wheel drive,6-Cylinder,155553,Automatic,AT-1CDA6FFE,Gasoline,Information Unavailable,Information Unavailable,Premium Wheels,#05518D,#454545,New everything-complete brake system and components/starter/alternator/4 shocks/exhaust system with new catalytic converter/fuel tank/fuel pump/fuel/trans filters/plug wires/plugs/4 new tires/all glass perfect/body has NO dents/everything works including AC/new rear floor pan undercoated.This jeep was barn stored and completely gone through with new parts.Mechanically Perfect,NA,NA,NA,NA,FALSE,Private Seller,SE,1996,Used,lmao,Private,Automatic,378,NA,NA
185,129,18,116,Used 2016 Jeep Cherokee Sport,1941,/cars-for-sale/vehicledetails.xhtml?listingId=484043242&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,12750,FALSE,Sport Utility,2 wheel drive - front,4-Cylinder,64300,Automatic,AT-1CD9E9EA,Gasoline,Information Unavailable,1C4PJLAB9GW237882,Backup CameraBluetooth Hands-FreeCD PlayerCruise ControlKeyless EntryPower LocksPower Windows,#B98112,#000000,"VERY CLEAN CAR, HAS A CLEAR CARFAX ONE OWNER REPORT, ALWAYS WELL MAINTAINED, GOOD TIRES, BACKUP CAMERA, BLUETOOTH, BLACK AND GREY CLOTH INTERIOR, ALL BOOKS AND TWO KEY FOB'S, GIVES GREAT MPG, CALL 239 699 7000",NA,NA,NA,NA,FALSE,Private Seller,Sport,2016,Used,lmao,Private,Automatic,209,NA,NA
69,69,69,117,Used 2015 Jeep Cherokee Limited,1963,/cars-for-sale/vehicledetails.xhtml?listingId=477947328&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,21937,FALSE,Sport Utility,4 wheel drive,4-Cylinder,16300,Automatic,AT-1C7CE5C0,Gasoline,Information Unavailable,1C4PJMDB3FW735964,Backup CameraBluetooth Hands-FreeCruise ControlHeated SeatsKeyless EntryLeather SeatsMulti-zone Climate ControlNavigationPortable Audio ConnectionPower Locks,#454545,#000000,"I'm selling my 2015 Jeep Cherokee Limited 4x4 with Panoramic Sunroof and Navigation.I am usually out of the country for business (low miles) so I have decided to sell.Car has never had any accidents, I am the only owner.Car is in excellent condition. ~16,300 miles.There is transferable 3rd party warranty I purchased good until October 2020 to the new owner.A/C ice cold, All records, Excellent condition, Fully loaded with all the goodies, Must see, No accidents, One owner, Perfect first car, Seats like new, Still under factory warranty, Very clean interior, Well maintained",NA,NA,NA,NA,FALSE,Private Seller,Limited,2015,Used,lmao,Private,Automatic,578,NA,NA
0,0,0,118,Used 2001 Jeep Cherokee Sport,1964,/cars-for-sale/vehicledetails.xhtml?listingId=485158239&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,6995,FALSE,Sport Utility,4 wheel drive,6-Cylinder,108e3,Automatic,AT-1CEAED5F,Gasoline,Information Unavailable,1J4FF48S71L611823,Keyless EntryPower LocksPower Windows,#000000,#000000,"Good condition, last model year of the Jeep Cherokee Sport.  New battery and starter recently installed.  Vintage tape cassette player! All scheduled maintenance, Always garaged, Mostly highway miles, Non-smoker, Well maintained",NA,NA,NA,NA,TRUE,Private Seller,Sport,2001,Used,lmao,Private,Automatic,228,NA,NA
36,139,21,119,Used 1999 Jeep Cherokee Classic,1982,/cars-for-sale/vehicledetails.xhtml?listingId=484967016&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,3600,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,185e3,Automatic,AT-1CE80268,Gasoline,Information Unavailable,1J4FF28S2XL628915,CD PlayerCruise ControlPower LocksPower WindowsPremium Wheels,#248B15,#D2B48C,"1999 Jeep Cherokee 4X4 Automatic Clean body (green) Recently Rebuilt 6cyl 4.0 By &quot;Promar&quot; Rebuild. RUNS GREAT!!!. New Injectors, New Exhaust headers back (complete) New LED headlights and taillights all around. New Yokohama Tires on 16&quot; Dik Cepeks 5 spoke Rims. Serious buyers only.!!",NA,NA,NA,NA,FALSE,Private Seller,Classic,1999,Used,lmao,Private,Automatic,299,NA,NA
255,119,0,120,Used 2015 Jeep Cherokee Trailhawk,2e3,/cars-for-sale/vehicledetails.xhtml?listingId=483485841&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,22200,FALSE,Sport Utility,4 wheel drive,4-Cylinder,72952,Automatic,AT-1CD16891,Gasoline,Information Unavailable,1C4PJMBB7FW605334,Backup CameraBluetooth Hands-FreeCruise ControlHeated SeatsKeyless EntryLeather SeatsMulti-zone Climate ControlNavigationPower LocksPower Windows,#FF7700,#000000,"Full Financing Available.One perfect Jeep with no scratches or dents. Non smoker. Air Conditioning,Alloy Wheels,Automatic Headlights,Cargo Area Tiedowns,Cargo Net,Child Safety Door Locks,Cruise Control,Daytime Running Lights,Driver Airbag,Electronic Brake Assistance,Fog Lights,Front Side Airbag,Full Size Spare Tire,Keyless Entry, Remote start,Power lift Tailgate,Passenger Airbag,Power Windows,Rear Spoiler,Rear Wiper,Second Row Side Airbag,Side Head Curtain Airbag,Skid Plate,Steering Wheel Mounted Controls,Tachometer,Telematics System,Telescopic Steering Column,Tire Pressure Monitor,Traction Control,Vehicle Stability Control System, Navigation, Bluetooth., A/C ice cold, Excellent condition, Factory GPS system, Fully loaded with all the goodies, Looks & drives great, Mostly highway miles, Must see, Seats like new, Very clean interior, Well maintained",NA,NA,NA,NA,FALSE,Private Seller,Trailhawk,2015,Used,lmao,Private,Automatic,860,NA,NA
215,215,215,121,Used 1996 Jeep Cherokee Classic,2050,/cars-for-sale/vehicledetails.xhtml?listingId=464832722&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,3e3,FALSE,Sport Utility,2 wheel drive - front,6 Cylinder,158e3,Automatic,AT-1BB4C8D2,Gasoline,Information Unavailable,1J4FT68S3TL335857,Power LocksPower Windows,#D7D7D7,#454545,A/C ice cold... seriously... ice cold.  Title in hand. Very clean interior. Well maintained.  Cash only.  Runs great as a daily driver or a weekend warrior.  Looks even better in person.,NA,NA,NA,NA,FALSE,Private Seller,Classic,1996,Used,lmao,Private,Automatic,186,NA,NA
227,19,19,122,Used 2017 Jeep Cherokee Trailhawk,2055,/cars-for-sale/vehicledetails.xhtml?listingId=476293477&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,27995,FALSE,Sport Utility,4 wheel drive,6-Cylinder,12e3,Automatic,AT-1C63A965,Gasoline,Information Unavailable,1C4PJMBS1HW569272,Backup CameraBluetooth Hands-FreeCruise ControlHeated SeatsKeyless EntryLeather SeatsNavigationPower LocksPower WindowsPremium Audio,#E31313,#000000,"VERY RARE! This MINT CONDITION 2017 Jeep Cherokee Trailhawk 4x4 in Deep Cherry Red Crystal Pearl has only 12k miles! Original MSRP on this Cherokee was $36,910. CarFAX values it at $28,320.The Cherokee Trailhawk comes with tons of options you want in a smaller size SUV, including Bluetooth Smart Technology, Navigation, Back up camera, Air Conditioning, One Owner,  non smoking, Towing package w/heavy duty engine cooling, 7 & 4 Pin Wiring Harness,  Class III Receiver Hitch (has not been used for towing yet), Electronic Stability Control, Fully automatic headlights, black leather trimmed cloth seats, like new w/Heated Front Seats, Uconnect 8.4 NAV (GPS navigation, HD radio, Sirius Traffic/ 5 year traffic service, 5 year travel link subscription), Remote keyless entry.  3.2 Liter V6 24-valve VVT engine w/electric Stop/Start, 700-amp maintenance free battery, dual bright exhaust tips, 17in x 7.5 in Aluminum wheels, P245/65R17 OWL All Terrain Tires, LED daytime running headlamps and LED tail lamps, fog lights. Cold weather group (remote start, heated seats, heated steering wheel, windshield wiper de-icer, power heated mirrors, engine block heater, off road accessory kit), . Excellent condition, Fully loaded with all the goodies, No accidents. Still under factory warranty, Title in hand.Well maintained. Selling due to 3rd car in the family no longer needed. $27995. Extended warranty available for transfer.",NA,NA,NA,NA,FALSE,Private Seller,Trailhawk,2017,Used,lmao,Private,Automatic,1422,NA,NA
0,0,0,123,Used 2014 Jeep Cherokee Laredo,2059,/cars-for-sale/vehicledetails.xhtml?listingId=484696890&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,17500,FALSE,Sport Utility,4 wheel drive,6-Cylinder,66400,Automatic,AT-1CE3E33A,Gasoline,Information Unavailable,1C4RJFAGXEC132448,Bluetooth Hands-FreeCruise ControlHeated SeatsKeyless EntryMulti-zone Climate ControlPower LocksPower WindowsSecurity SystemSteering Wheel ControlsSunroof,#000000,#000000,"Includes Maxcare warranty valid until 85,000 miles or May 2019, whichever comes first.  Includes extra set of winter tires and slush mats throughout.",NA,NA,NA,NA,FALSE,Private Seller,Laredo,2014,Used,lmao,Private,Automatic,149,NA,NA
215,215,215,124,Used 1997 Jeep Cherokee Sport,2089,/cars-for-sale/vehicledetails.xhtml?listingId=471217758&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,1e3,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,23e4,Automatic,AT-1C16365E,Gasoline,Information Unavailable,1J4FJ68S6VL554420,Cruise ControlPower WindowsTrailer Hitch,#D7D7D7,#454545,Engine great. Runs great. Just pasted inspection. Good until 10-19.Tires great. Front tires only 8000 miles. Rears 6000miles.One owner. Well maintained. Sold As - Is. Needs undercarriage and break work. Needs AC work.Body rust in door runners. See photos.,NA,NA,NA,NA,FALSE,Private Seller,Sport,1997,Used,lmao,Private,Automatic,255,NA,NA
0,0,0,125,Used 1999 Jeep Cherokee Sport,2110,/cars-for-sale/vehicledetails.xhtml?listingId=474444699&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,3e3,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,196e3,Automatic,AT-1C47739B,Gasoline,Information Unavailable,1J4FF68SXXL530402,CD PlayerCruise ControlLift KitPower LocksPower WindowsPremium AudioPremium WheelsSteering Wheel ControlsSunroof,#000000,#D2B48C,"1999 Jeep CherokeeNew Parts:4.5in Skyjacker Lift w/ 31 Tires and 15&quot; Steel WheelsSYE - Slip Yoke EliminatorRear Driveshaft and YokesStarter, ignition coil, wires, plugs, distributor, re-timed, coolant flush, transmission flush, shock mounts, bilstein shocks, large rear boomerang shackles, excellent flexEngine is a beast. I have tuned it and powerful.Needs new front shaft U-joint.Selling because starting a family.  I love this truck.  Right owner will appreciate the work that has been done.",NA,NA,NA,NA,FALSE,Private Seller,Sport,1999,Used,lmao,Private,Automatic,499,NA,NA
