red,green,blue,rowNum,listing_title,listing_distance_miles,listing_url,price,listingPriceRedu,Body Style,Drive Type,Engine,Mileage,Transmission,ATC Car ID,Fuel,Stock #,VIN,carFeaturesText,exterior,interior,sellerComment,Basic Warranty,Corrosion Warranty,Drivetrain Warranty,Roadside Assistance Warranty,newListingIndicator,Dealer,model,V5,year,ownershipStatus,Location,sellerType,DriveTypeGeneral,numWordsinComment,CityMpg,HyMpg
215,215,215,211,New 2018 Jeep Wrangler JK 4WD Unlimited Rubicon,34,/cars-for-sale/vehicledetails.xhtml?listingId=481999211&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D200%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&startYear=1981&numRecords=100&firstRecord=200&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,39853,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,4,Automatic,AT-1CBAB96B,Gasoline,J18402A,1C4BJWFG9JL911375,4 Wheel Disc Brakes4 Wheel DriveAM/FM StereoAir Bag - DriverAir Bag - PassengerAir ConditioningAudio-Satellite RadioBrakes-ABS-4 WheelBucket SeatsCD Player,#D7D7D7,#000000,"2018 Jeep Wrangler JK Unlimited Rubicon Bright White Clearcoat 4D Sport Utility 3.6L 6-Cylinder 5-Speed Automatic 4WDTo see more vehicles like this one right here just click on http://www.saltlakevalleychryslerdodgera mjeep.com/ or dial 801-484-8755.  *Sales price includes $1000 finance discount. You must finance or lease with Ally Bank,  Chrysler Capital or one of our Credit Unions to obtain the $500 finance discount. Factory subsidized interest rate loans are not eligible. If you do not finance or lease, then you are not eligible for the $1,000 finance discount and your sale price will increase by $1,000 - Exp. 12/31/2021","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles",FALSE,Salt Lake Valley Chrysler Dodge Jeep RAM,JK 4WD Unlimited Rubicon,NA,2018,New,Provo,Dealer,Automatic,631,17,21
215,215,215,212,New 2018 Jeep Wrangler JK 4WD Unlimited Rubicon,34,/cars-for-sale/vehicledetails.xhtml?listingId=478436863&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D200%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&startYear=1981&numRecords=100&firstRecord=200&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,44935,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,6,Automatic,AT-1C845DFF,Gasoline,J18327A,1C4BJWFG6JL868355,4 Wheel Disc Brakes4 Wheel DriveAM/FM StereoAir Bag - DriverAir Bag - PassengerAir ConditioningAudio-Satellite RadioBrakes-ABS-4 WheelCD PlayerChild Safety Locks,#D7D7D7,#000000,"2018 Jeep Wrangler JK Unlimited Rubicon Recon Bright White Clearcoat 4D Sport Utility 3.6L 6-Cylinder 5-Speed Automatic 4WDTo see more vehicles like this one right here just click on http://www.saltlakevalleychryslerdodgera mjeep.com/ or dial 801-484-8755.  *Sales price includes $1000 finance discount. You must finance or lease with Ally Bank,  Chrysler Capital or one of our Credit Unions to obtain the $500 finance discount. Factory subsidized interest rate loans are not eligible. If you do not finance or lease, then you are not eligible for the $1,000 finance discount and your sale price will increase by $1,000 - Exp. 12/31/2021","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles",FALSE,Salt Lake Valley Chrysler Dodge Jeep RAM,JK 4WD Unlimited Rubicon,NA,2018,New,Provo,Dealer,Automatic,637,17,21
255,255,255,213,New 2018 Jeep Wrangler JK 4WD Unlimited Rubicon,34,/cars-for-sale/vehicledetails.xhtml?listingId=478779927&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D200%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&startYear=1981&numRecords=100&firstRecord=200&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,43035,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,6,Automatic,AT-1C899A17,Gasoline,J18332A,1C4BJWFG4JL897515,4 Wheel Disc Brakes4 Wheel DriveAM/FM StereoAir Bag - DriverAir Bag - PassengerAir ConditioningAudio-Satellite RadioBrakes-ABS-4 WheelBucket SeatsCD Player,NA,#000000,"2018 Jeep Wrangler JK Unlimited Rubicon Rhino Clearcoat 4D Sport Utility 3.6L 6-Cylinder 5-Speed Automatic 4WDTo see more vehicles like this one right here just click on http://www.saltlakevalleychryslerdodgera mjeep.com/ or dial 801-484-8755.  *Sales price includes $1000 finance discount. You must finance or lease with Ally Bank,  Chrysler Capital or one of our Credit Unions to obtain the $500 finance discount. Factory subsidized interest rate loans are not eligible. If you do not finance or lease, then you are not eligible for the $1,000 finance discount and your sale price will increase by $1,000 - Exp. 12/31/2021","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles",FALSE,Salt Lake Valley Chrysler Dodge Jeep RAM,JK 4WD Unlimited Rubicon,NA,2018,New,Provo,Dealer,Automatic,624,17,21
255,255,255,214,New 2018 Jeep Wrangler JK 4WD Unlimited Rubicon,34,/cars-for-sale/vehicledetails.xhtml?listingId=479227616&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D200%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&startYear=1981&numRecords=100&firstRecord=200&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,41655,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,4,Automatic,AT-1C906EE0,Gasoline,J18346A,1C4BJWFG6JL897905,4 Wheel Disc Brakes4 Wheel DriveAM/FM StereoAir Bag - DriverAir Bag - PassengerAir ConditioningAudio-Satellite RadioBrakes-ABS-4 WheelBucket SeatsCD Player,NA,#000000,"2018 Jeep Wrangler JK Unlimited Rubicon Rhino Clearcoat 4D Sport Utility 3.6L 6-Cylinder 5-Speed Automatic 4WDTo see more vehicles like this one right here just click on http://www.saltlakevalleychryslerdodgera mjeep.com/ or dial 801-484-8755.  *Sales price includes $1000 finance discount. You must finance or lease with Ally Bank,  Chrysler Capital or one of our Credit Unions to obtain the $500 finance discount. Factory subsidized interest rate loans are not eligible. If you do not finance or lease, then you are not eligible for the $1,000 finance discount and your sale price will increase by $1,000 - Exp. 12/31/2021","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles",FALSE,Salt Lake Valley Chrysler Dodge Jeep RAM,JK 4WD Unlimited Rubicon,NA,2018,New,Provo,Dealer,Automatic,624,17,21
245,245,220,215,New 2018 Jeep Wrangler JK 4WD Unlimited Rubicon,34,/cars-for-sale/vehicledetails.xhtml?listingId=479175607&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D200%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&startYear=1981&numRecords=100&firstRecord=200&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,41405,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,11,Automatic,AT-1C8FA3B7,Gasoline,J18339A,1C4BJWFG0JL894434,4 Wheel Disc Brakes4 Wheel DriveAM/FM StereoAir Bag - DriverAir Bag - PassengerAir ConditioningAudio-Satellite RadioBrakes-ABS-4 WheelBucket SeatsCD Player,#F5F5DC,#000000,"2018 Jeep Wrangler JK Unlimited Rubicon Gobi Clearcoat 4D Sport Utility 3.6L 6-Cylinder 5-Speed Automatic 4WDTo see more vehicles like this one right here just click on http://www.saltlakevalleychryslerdodgera mjeep.com/ or dial 801-484-8755.  *Sales price includes $1000 finance discount. You must finance or lease with Ally Bank,  Chrysler Capital or one of our Credit Unions to obtain the $500 finance discount. Factory subsidized interest rate loans are not eligible. If you do not finance or lease, then you are not eligible for the $1,000 finance discount and your sale price will increase by $1,000 - Exp. 12/31/2021","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles",FALSE,Salt Lake Valley Chrysler Dodge Jeep RAM,JK 4WD Unlimited Rubicon,NA,2018,New,Provo,Dealer,Automatic,623,17,21
5,81,141,216,New 2018 Jeep Wrangler JK 4WD Unlimited Rubicon,34,/cars-for-sale/vehicledetails.xhtml?listingId=478279188&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D200%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&startYear=1981&numRecords=100&firstRecord=200&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,41405,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,4,Automatic,AT-1C81F614,Gasoline,J18325A,1C4BJWFG7JL887352,4 Wheel Disc Brakes4 Wheel DriveAM/FM StereoAir Bag - DriverAir Bag - PassengerAir ConditioningAudio-Satellite RadioBrakes-ABS-4 WheelBucket SeatsCD Player,#05518D,#000000,"2018 Jeep Wrangler JK Unlimited Rubicon Chief Clearcoat 4D Sport Utility 3.6L 6-Cylinder 5-Speed Automatic 4WDTo see more vehicles like this one right here just click on http://www.saltlakevalleychryslerdodgera mjeep.com/ or dial 801-484-8755.  *Sales price includes $1000 finance discount. You must finance or lease with Ally Bank,  Chrysler Capital or one of our Credit Unions to obtain the $500 finance discount. Factory subsidized interest rate loans are not eligible. If you do not finance or lease, then you are not eligible for the $1,000 finance discount and your sale price will increase by $1,000 - Exp. 12/31/2021","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles",FALSE,Salt Lake Valley Chrysler Dodge Jeep RAM,JK 4WD Unlimited Rubicon,NA,2018,New,Provo,Dealer,Automatic,624,17,21
255,255,255,217,New 2018 Jeep Wrangler JK 4WD Sport,34,/cars-for-sale/vehicledetails.xhtml?listingId=479227614&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D200%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&startYear=1981&numRecords=100&firstRecord=200&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,32228,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,10,Automatic,AT-1C906EDE,Gasoline,J18345A,1C4AJWAG9JL924713,4 Wheel Disc Brakes4 Wheel DriveAM/FM StereoAir Bag - DriverAir Bag - PassengerAir ConditioningAudio-Satellite RadioBrakes-ABS-4 WheelCD PlayerCruise Control,NA,#000000,"2018 Jeep Wrangler JK Freedom Edition Rhino Clearcoat 2D Sport Utility 3.6L V6 24V VVT 5-Speed Automatic 4WDTo see more vehicles like this one right here just click on http://www.saltlakevalleychryslerdodgera mjeep.com/ or dial 801-484-8755.  *Sales price includes $1000 finance discount. You must finance or lease with Ally Bank,  Chrysler Capital or one of our Credit Unions to obtain the $500 finance discount. Factory subsidized interest rate loans are not eligible. If you do not finance or lease, then you are not eligible for the $1,000 finance discount and your sale price will increase by $1,000 - Exp. 12/31/2021","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles",FALSE,Salt Lake Valley Chrysler Dodge Jeep RAM,JK 4WD Sport,NA,2018,New,Provo,Dealer,Automatic,622,17,21
255,255,255,218,New 2018 Jeep Wrangler JK 4WD Rubicon,34,/cars-for-sale/vehicledetails.xhtml?listingId=468308580&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D200%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&startYear=1981&numRecords=100&firstRecord=200&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,38597,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,5,Automatic,AT-1BE9D264,Gasoline,J18176A,1C4BJWCG6JL805809,4 Wheel Disc Brakes4 Wheel DriveAM/FM StereoAir Bag - DriverAir Bag - PassengerAir ConditioningAudio-Satellite RadioBrakes-ABS-4 WheelBucket SeatsCD Player,NA,#000000,"2018 Jeep Wrangler JK Rubicon Rhino Clearcoat 2D Sport Utility 3.6L V6 24V VVT 5-Speed Automatic 4WDTo see more vehicles like this one right here just click on http://www.saltlakevalleychryslerdodgera mjeep.com/ or dial 801-484-8755.  *Sales price includes $1000 finance discount. You must finance or lease with Ally Bank,  Chrysler Capital or one of our Credit Unions to obtain the $500 finance discount. Factory subsidized interest rate loans are not eligible. If you do not finance or lease, then you are not eligible for the $1,000 finance discount and your sale price will increase by $1,000 - Exp. 12/31/2021","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles",FALSE,Salt Lake Valley Chrysler Dodge Jeep RAM,JK 4WD Rubicon,NA,2018,New,Provo,Dealer,Automatic,614,17,21
215,215,215,219,New 2018 Jeep Wrangler JK 4WD Sport,34,/cars-for-sale/vehicledetails.xhtml?listingId=469448579&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D200%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&startYear=1981&numRecords=100&firstRecord=200&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,33087,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,3,Automatic,AT-1BFB3783,Gasoline,J18202A,1C4AJWAG2JL805515,4 Wheel Disc Brakes4 Wheel DriveAM/FM StereoAir Bag - DriverAir Bag - PassengerBrakes-ABS-4 WheelBucket SeatsCD PlayerCloth SeatsCruise Control,#D7D7D7,#000000,"2018 Jeep Wrangler JK Sport S Bright White Clearcoat 2D Sport Utility 3.6L V6 24V VVT 5-Speed Automatic 4WDTo see more vehicles like this one right here just click on http://www.saltlakevalleychryslerdodgera mjeep.com/ or dial 801-484-8755.  *Sales price includes $1000 finance discount. You must finance or lease with Ally Bank,  Chrysler Capital or one of our Credit Unions to obtain the $500 finance discount. Factory subsidized interest rate loans are not eligible. If you do not finance or lease, then you are not eligible for the $1,000 finance discount and your sale price will increase by $1,000 - Exp. 12/31/2021","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles",FALSE,Salt Lake Valley Chrysler Dodge Jeep RAM,JK 4WD Sport,NA,2018,New,Provo,Dealer,Automatic,621,17,21
227,19,19,220,New 2018 Jeep Wrangler JK 4WD Unlimited Rubicon,34,/cars-for-sale/vehicledetails.xhtml?listingId=469590487&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D200%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&startYear=1981&numRecords=100&firstRecord=200&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,42848,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,3,Automatic,AT-1BFD61D7,Gasoline,J18205A,1C4BJWFG0JL805347,4 Wheel Disc Brakes4 Wheel DriveAM/FM StereoAir Bag - DriverAir Bag - PassengerAir ConditioningAudio-Satellite RadioBrakes-ABS-4 WheelBucket SeatsCD Player,#E31313,#000000,"2018 Jeep Wrangler JK Unlimited Rubicon Red Clearcoat 4D Sport Utility 3.6L 6-Cylinder 5-Speed Automatic 4WDTo see more vehicles like this one right here just click on http://www.saltlakevalleychryslerdodgera mjeep.com/ or dial 801-484-8755.  *Sales price includes $1000 finance discount. You must finance or lease with Ally Bank,  Chrysler Capital or one of our Credit Unions to obtain the $500 finance discount. Factory subsidized interest rate loans are not eligible. If you do not finance or lease, then you are not eligible for the $1,000 finance discount and your sale price will increase by $1,000 - Exp. 12/31/2021","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles",FALSE,Salt Lake Valley Chrysler Dodge Jeep RAM,JK 4WD Unlimited Rubicon,NA,2018,New,Provo,Dealer,Automatic,622,17,21
0,0,0,221,New 2017 Jeep Wrangler 4WD Unlimited Rubicon,34,/cars-for-sale/vehicledetails.xhtml?listingId=460799231&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D200%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&startYear=1981&numRecords=100&firstRecord=200&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,38306,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,2,Automatic,AT-1B773CFF,Gasoline,J17831A,1C4BJWFG8HL681788,4 Wheel Disc Brakes4 Wheel DriveAM/FM StereoAir Bag - DriverAir Bag - PassengerAir ConditioningAudio-Satellite RadioBrakes-ABS-4 WheelBucket SeatsCD Player,#000000,#000000,"2017 Jeep Wrangler Unlimited Rubicon Black Clearcoat 4D Sport Utility 3.6L 6-Cylinder 5-Speed Automatic 4WDAwards:* 2017 KBB.com 10 Coolest Cars Under $25,000 * 2017 KBB.com 10 Most Awarded Cars * 2017 KBB.com 10 Most Fun SUVs * 2017 KBB.com Best Resale Value Awards * 2017 KBB.com 10 Best SUVs Under $25,000 * 2017 KBB.com 10 Most Awarded BrandsTo see more vehicles like this one right here just click on http://www.saltlakevalleychryslerdodgera mjeep.com/ or dial 801-484-8755. *Sales price includes $1,000 finance discount. You must finance or lease with Ally Bank, Chrysler Capital or one of our Credit Unions to obtain the $1000 finance discount. Factory subsidized interest rate loans are not eligible. If you do not finance or lease, then you are not eligible for the $1000 finance discount and your sale price will increase by $1000$500 - Exp. 12/31/2026 - - - 2017 Jeep Wrangler Unlimited Rubicon 4x4 - - -","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles",FALSE,Salt Lake Valley Chrysler Dodge Jeep RAM,4WD Unlimited Rubicon,NA,2017,New,Provo,Dealer,Automatic,915,17,21
215,215,215,222,New 2018 Jeep Wrangler JK 4WD Unlimited Sport,34,/cars-for-sale/vehicledetails.xhtml?listingId=475586961&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D200%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&startYear=1981&numRecords=100&firstRecord=200&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,35970,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,5,Automatic,AT-1C58E191,Gasoline,J18267A,1C4BJWDG6JL861070,4 Wheel Disc Brakes4 Wheel DriveAM/FM StereoAir Bag - DriverAir Bag - PassengerAir ConditioningAudio-Satellite RadioBrakes-ABS-4 WheelBucket SeatsCD Player,#D7D7D7,#000000,"2018 Jeep Wrangler JK Unlimited Willys Wheeler W Bright White Clearcoat 4D Sport Utility 3.6L 6-Cylinder 5-Speed Automatic 4WDTo see more vehicles like this one right here just click on http://www.saltlakevalleychryslerdodgera mjeep.com/ or dial 801-484-8755.  *Sales price includes $1000 finance discount. You must finance or lease with Ally Bank,  Chrysler Capital or one of our Credit Unions to obtain the $500 finance discount. Factory subsidized interest rate loans are not eligible. If you do not finance or lease, then you are not eligible for the $1,000 finance discount and your sale price will increase by $1,000 - Exp. 12/31/2021","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles",FALSE,Salt Lake Valley Chrysler Dodge Jeep RAM,JK 4WD Unlimited Sport,NA,2018,New,Provo,Dealer,Automatic,640,17,21
69,69,69,223,New 2018 Jeep Wrangler JK 4WD Sport,34,/cars-for-sale/vehicledetails.xhtml?listingId=476287535&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D200%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&startYear=1981&numRecords=100&firstRecord=200&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,32490,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,3,Automatic,AT-1C63922F,Gasoline,J18282A,1C4AJWAG2JL842905,4 Wheel Disc Brakes4 Wheel DriveAM/FM StereoAir Bag - DriverAir Bag - PassengerAudio-Satellite RadioBrakes-ABS-4 WheelBucket SeatsCD PlayerCloth Seats,#454545,#000000,"2018 Jeep Wrangler JK Willys Wheeler Crystal Metallic 2D Sport Utility 3.6L 6-Cylinder 5-Speed Automatic 4WDTo see more vehicles like this one right here just click on http://www.saltlakevalleychryslerdodgera mjeep.com/ or dial 801-484-8755.  *Sales price includes $1000 finance discount. You must finance or lease with Ally Bank,  Chrysler Capital or one of our Credit Unions to obtain the $500 finance discount. Factory subsidized interest rate loans are not eligible. If you do not finance or lease, then you are not eligible for the $1,000 finance discount and your sale price will increase by $1,000 - Exp. 12/31/2021","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles",FALSE,Salt Lake Valley Chrysler Dodge Jeep RAM,JK 4WD Sport,NA,2018,New,Provo,Dealer,Automatic,622,17,21
245,245,220,224,New 2018 Jeep Wrangler JK 4WD Unlimited Sport,34,/cars-for-sale/vehicledetails.xhtml?listingId=473439067&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D200%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&startYear=1981&numRecords=100&firstRecord=200&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,35831,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,30,Automatic,AT-1C381B5B,Gasoline,J18248A,1C4BJWDG2JL833542,4 Wheel Disc Brakes4 Wheel DriveAM/FM StereoAir Bag - DriverAir Bag - PassengerAir ConditioningBrakes-ABS-4 WheelBucket SeatsCD PlayerChild Safety Locks,#F5F5DC,#000000,"2018 Jeep Wrangler JK Unlimited Sport S Gobi Clearcoat 4D Sport Utility 3.6L 6-Cylinder 5-Speed Automatic 4WDTo see more vehicles like this one right here just click on http://www.saltlakevalleychryslerdodgera mjeep.com/ or dial 801-484-8755.  *Sales price includes $1000 finance discount. You must finance or lease with Ally Bank,  Chrysler Capital or one of our Credit Unions to obtain the $500 finance discount. Factory subsidized interest rate loans are not eligible. If you do not finance or lease, then you are not eligible for the $1,000 finance discount and your sale price will increase by $1,000 - Exp. 12/31/2021","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles",FALSE,Salt Lake Valley Chrysler Dodge Jeep RAM,JK 4WD Unlimited Sport,NA,2018,New,Provo,Dealer,Automatic,623,17,21
5,81,141,225,New 2018 Jeep Wrangler JK 4WD Unlimited Sport,34,/cars-for-sale/vehicledetails.xhtml?listingId=468650570&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D200%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&startYear=1981&numRecords=100&firstRecord=200&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,35750,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,236,Automatic,AT-1BEF0A4A,Gasoline,PJ18211A,1C4BJWDG8JL806474,4 Wheel Disc Brakes4 Wheel DriveAM/FM StereoAir Bag - DriverAir Bag - PassengerAir ConditioningBrakes-ABS-4 WheelBucket SeatsCD PlayerChild Safety Locks,#05518D,#000000,"2018 Jeep Wrangler JK Unlimited Sport S Chief Clearcoat 4D Sport Utility 3.6L 6-Cylinder 5-Speed Automatic 4WDTo see more vehicles like this one right here just click on http://www.saltlakevalleychryslerdodgera mjeep.com/ or dial 801-484-8755.  *Sales price includes $1000 finance discount. You must finance or lease with Ally Bank,  Chrysler Capital or one of our Credit Unions to obtain the $500 finance discount. Factory subsidized interest rate loans are not eligible. If you do not finance or lease, then you are not eligible for the $1,000 finance discount and your sale price will increase by $1,000 - Exp. 12/31/2021","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles",FALSE,Salt Lake Valley Chrysler Dodge Jeep RAM,JK 4WD Unlimited Sport,NA,2018,New,Provo,Dealer,Automatic,624,17,21
